Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
432554	79019005	Human immunodeficiency virus II infection	Disorder	Condition	SNOMED	Valid	Standard
433171	190979003	Selective immunoglobulin A deficiency	Disorder	Condition	SNOMED	Valid	Standard
433740	234532001	Immunodeficiency disorder	Disorder	Condition	SNOMED	Valid	Standard
433958	88129004	Coxsackie endocarditis	Disorder	Condition	SNOMED	Valid	Standard
434752	78466009	Positive serological AND/OR viral culture findings for human immunodeficiency virus	Disorder	Condition	SNOMED	Invalid	Non-standard
434857	111878007	Coxsackie meningitis	Disorder	Condition	SNOMED	Valid	Standard
434860	398136003	Meningitis caused by lymphocytic choriomeningitis virus	Disorder	Condition	SNOMED	Valid	Standard
434893	190980000	Selective immunoglobulin M deficiency	Disorder	Condition	SNOMED	Valid	Standard
435914	4852000	Metatarsus varus	Disorder	Condition	SNOMED	Invalid	Non-standard
436027	186658007	Coxsackie virus disease	Disorder	Condition	SNOMED	Valid	Standard
436145	195881003	Pneumonia caused by respiratory syncytial virus	Disorder	Condition	SNOMED	Valid	Standard
436333	74050005	Orf virus disease	Disorder	Condition	SNOMED	Valid	Standard
436626	359747000	Human ehrlichiosis caused by Ehrlichia chaffeensis	Disorder	Condition	SNOMED	Valid	Standard
436904	186544000	Herpes simplex eyelid dermatitis	Disorder	Condition	SNOMED	Valid	Standard
437209	192667007	Meningitis caused by echovirus	Disorder	Condition	SNOMED	Valid	Standard
437222	55735004	Respiratory syncytial virus infection	Disorder	Condition	SNOMED	Valid	Standard
438069	417702007	Disorder caused by Venezuelan equine encephalitis virus	Disorder	Condition	SNOMED	Valid	Standard
438250	42162004	Congenital varus deformity of foot	Disorder	Condition	SNOMED	Valid	Standard
438970	417093003	Disease caused by West Nile virus	Disorder	Condition	SNOMED	Valid	Standard
439725	416442006	California encephalitis virus infection	Disorder	Condition	SNOMED	Valid	Standard
439727	86406008	Human immunodeficiency virus infection	Disorder	Condition	SNOMED	Valid	Standard
439857	64917006	Parainfluenza virus pneumonia	Disorder	Condition	SNOMED	Valid	Standard
440023	417192005	St. Louis encephalitis virus infection	Disorder	Condition	SNOMED	Valid	Standard
440029	34014006	Viral disease	Disorder	Condition	SNOMED	Valid	Standard
440323	10491005	Herpes zoster meningitis	Disorder	Condition	SNOMED	Valid	Standard
440332	416925005	Eastern equine encephalitis virus infection	Disorder	Condition	SNOMED	Valid	Standard
440634	13608004	Herpes simplex iridocyclitis	Disorder	Condition	SNOMED	Valid	Standard
440817	40531004	Acquired varus deformity of wrist	Disorder	Condition	SNOMED	Valid	Standard
440982	36070007	Wiskott-Aldrich syndrome	Disorder	Condition	SNOMED	Valid	Standard
441787	23291008	Herpes simplex meningitis	Disorder	Condition	SNOMED	Valid	Standard
441788	240532009	Human papilloma virus infection	Disorder	Condition	SNOMED	Valid	Standard
442316	58544000	Tanapox	Disorder	Condition	SNOMED	Valid	Standard
442336	44201003	Meningitis caused by mumps virus	Disorder	Condition	SNOMED	Valid	Standard
442757	60013002	Measles keratoconjunctivitis	Disorder	Condition	SNOMED	Valid	Standard
442784	129671003	Human echovirus infection	Disorder	Condition	SNOMED	Valid	Standard
443204	240626005	Human ehrlichiosis	Disorder	Condition	SNOMED	Valid	Standard
443405	359811007	Human monkeypox	Disorder	Condition	SNOMED	Invalid	Non-standard
443453	426599002	Myelitis caused by Human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
443540	429659006	Human T-lymphotropic virus 1 infection	Disorder	Condition	SNOMED	Valid	Standard
443566	429297003	Acute nonparalytic poliomyelitis caused by human poliovirus 1	Disorder	Condition	SNOMED	Valid	Standard
443579	416129000	St. Louis encephalitis virus non-neuroinvasive disease	Disorder	Condition	SNOMED	Valid	Standard
443722	414021001	Disorder caused by bovine papular stomatitis virus	Disorder	Condition	SNOMED	Valid	Standard
443881	16901001	Encephalitis caused by European subtype of tick-borne encephalitis virus	Disorder	Condition	SNOMED	Valid	Standard
444032	33090006	Yabapox	Disorder	Condition	SNOMED	Valid	Standard
444282	69627004	California encephalitis virus disease	Disorder	Condition	SNOMED	Invalid	Non-standard
444429	88594005	Herpes simplex	Disorder	Condition	SNOMED	Valid	Standard
506725	1054001000000101	Invasive carcinoma of uterine cervix co-occurrent with human immunodeficiency virus infection	Disorder	Condition	SNOMED	Invalid	Non-standard
507647	1053901000000104	Extrapulmonary tuberculosis co-occurrent with human immunodeficiency virus infection	Disorder	Condition	SNOMED	Invalid	Non-standard
600700	1157196000	Administration of inactivated whole SARS-CoV-2 antigen vaccine	Procedure	Procedure	SNOMED	Valid	Non-standard
600701	1157197009	Administration of second dose of inactivated whole SARS-CoV-2 antigen vaccine	Procedure	Procedure	SNOMED	Valid	Non-standard
601819	471311000124103	Anaphylaxis caused by vaccine product containing Hepatitis A virus antigen	Disorder	Condition	SNOMED	Valid	Standard
601820	471321000124106	Anaphylaxis caused by vaccine product containing human poliovirus antigen	Disorder	Condition	SNOMED	Valid	Standard
601821	471331000124109	Anaphylaxis caused by vaccine product containing Measles morbillivirus and Mumps orthorubulavirus and Rubella virus antigens	Disorder	Condition	SNOMED	Valid	Standard
601822	471341000124104	Anaphylaxis caused by vaccine containing Human alphaherpesvirus 3 antigen	Disorder	Condition	SNOMED	Valid	Standard
601824	471361000124100	Anaphylaxis caused by vaccine product containing Influenza virus antigen	Disorder	Condition	SNOMED	Valid	Standard
601825	471371000124107	Anaphylaxis caused by vaccine product containing human alphaherpesvirus 3 recombinant surface glycoprotein E antigen	Disorder	Condition	SNOMED	Valid	Standard
601826	471381000124105	Anaphylaxis caused by vaccine product containing live attenuated human alphaherpesvirus 3 antigen	Disorder	Condition	SNOMED	Valid	Standard
601851	471681000124103	Direct-acting antiviral therapy using substance with Hepatitis C virus inhibitor mechanism of action	Procedure	Procedure	SNOMED	Valid	Standard
601852	471691000124100	Direct-acting antiviral therapy using substance with Hepatitis C virus protein NS5A inhibitor mechanism of action	Procedure	Procedure	SNOMED	Valid	Standard
601853	471701000124100	Direct-acting antiviral therapy using substance with Hepatitis C virus NS3/4A protease inhibitor mechanism of action	Procedure	Procedure	SNOMED	Valid	Standard
601854	471711000124102	Direct-acting antiviral therapy using substance with Hepatitis C virus protein NS5B inhibitor mechanism of action	Procedure	Procedure	SNOMED	Valid	Standard
602206	1326101000000105	Administration of first dose of Varicella-zoster vaccine for shingles	Procedure	Procedure	SNOMED	Valid	Non-standard
602207	1326111000000107	Administration of second dose of Varicella-zoster vaccine for shingles	Procedure	Procedure	SNOMED	Valid	Non-standard
603091	1156185004	Right metatarsus primus varus	Disorder	Condition	SNOMED	Valid	Standard
603092	1156186003	Bilateral metatarsus primus varus of feet	Disorder	Condition	SNOMED	Valid	Standard
603197	1162640003	Administration of diphtheria and acellular pertussis and Haemophilus influenzae type b and hepatitis B and inactivated poliomyelitis and tetanus vaccine	Procedure	Procedure	SNOMED	Valid	Non-standard
603297	15679281000119103	Bilateral iritis of eyes caused by Human alphaherpesvirus	Disorder	Condition	SNOMED	Valid	Standard
603304	15714121000119107	Left acquired hallux valgus due to metatarsus primus varus	Disorder	Condition	SNOMED	Valid	Standard
603305	15714161000119102	Right acquired hallux valgus due to metatarsus primus varus	Disorder	Condition	SNOMED	Valid	Standard
604782	1003680007	Human immunodeficiency virus Centers for Disease Control and Prevention undifferentiated type	Clinical Finding	Condition	SNOMED	Valid	Standard
604976	1004006009	World Health Organization human immunodeficiency virus infection clinical stage	Clinical Finding	Condition	SNOMED	Valid	Standard
605345	1052325005	Psoriasis exacerbated by human immunodeficiency virus infection	Disorder	Condition	SNOMED	Valid	Standard
605418	1075281000119106	Right acquired varus deformity of wrist region joint	Disorder	Condition	SNOMED	Valid	Standard
605420	1075301000119105	Left acquired varus deformity of wrist region joint	Disorder	Condition	SNOMED	Valid	Standard
605653	1137357005	Hepatic coma due to viral hepatitis D	Disorder	Condition	SNOMED	Valid	Standard
606040	1142045004	Primary human immunodeficiency virus infection	Disorder	Condition	SNOMED	Valid	Standard
606041	1142046003	Pityriasis rubra pilaris due to human immunodeficiency virus infection	Disorder	Condition	SNOMED	Valid	Standard
606044	1142049005	Parasitic disease due to human immunodeficiency virus infection	Disorder	Condition	SNOMED	Valid	Standard
606047	1142055000	Human immunodeficiency virus modified skin disease	Disorder	Condition	SNOMED	Valid	Standard
606423	1144966008	Herpes simplex type 1 encephalitis	Disorder	Condition	SNOMED	Valid	Standard
606425	1144968009	Herpes simplex type 2 encephalitis	Disorder	Condition	SNOMED	Valid	Standard
606836	1148698007	Disease caused by Human bocavirus	Disorder	Condition	SNOMED	Valid	Standard
606930	1148863007	Disorder of skin due to human immunodeficiency virus infection	Disorder	Condition	SNOMED	Valid	Standard
606982	1148932007	Viral cystitis	Disorder	Condition	SNOMED	Valid	Standard
607085	1149091008	Influenza caused by Influenza A virus subtype H2	Disorder	Condition	SNOMED	Valid	Standard
607384	1153348007	Primary effusion lymphoma due to human immune deficiency virus infection	Disorder	Condition	SNOMED	Valid	Standard
607906	1156184000	Left metatarsus primus varus	Disorder	Condition	SNOMED	Valid	Standard
608799	15678721000119100	Bilateral herpes simplex iridocyclitis	Disorder	Condition	SNOMED	Valid	Standard
608800	15678841000119100	Bilateral herpes zoster iridocyclitis	Disorder	Condition	SNOMED	Valid	Standard
608804	15680281000119103	Bilateral herpes zoster keratoconjunctivitis	Disorder	Condition	SNOMED	Valid	Standard
608836	15714081000119105	Bilateral acquired hallux valgus due to metatarsus primus varus	Disorder	Condition	SNOMED	Valid	Standard
608984	15983071000119100	Bilateral herpes simplex otitis externa	Disorder	Condition	SNOMED	Valid	Standard
608988	15991751000119109	Bilateral iritis of eyes caused by Human alphaherpesvirus 3	Disorder	Condition	SNOMED	Valid	Standard
609279	878807001	HER2-positive gastric cancer	Disorder	Condition	SNOMED	Valid	Standard
618647	71581000119108	Polyarticular viral arthritis	Disorder	Condition	SNOMED	Valid	Standard
619010	880068004	Varus deformity of tibia	Disorder	Condition	SNOMED	Valid	Standard
619343	895086000	Vesicular stomatitis virus disease	Disorder	Condition	SNOMED	Valid	Standard
619602	896971002	Oncolytic viral therapy	Procedure	Procedure	SNOMED	Valid	Standard
705827	D000077428	GATA2 Deficiency	Main Heading	Condition	MeSH	Valid	Non-standard
705881	C536885	Kleiner Holmes syndrome	Suppl Concept	Condition	MeSH	Valid	Non-standard
705918	C567641	Roifman-Chitayat Syndrome	Suppl Concept	Condition	MeSH	Valid	Non-standard
710160	U07.1	Emergency use of U07.1 | COVID-19, virus identified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
710651	A92.5	Zika virus disease	ICD10 code	Condition	ICD10	Valid	Non-standard
710666	P35.4	Congenital Zika virus disease	ICD10 code	Condition	ICD10	Valid	Non-standard
711716	U07.14	COVID-19, other clinical forms, virus identified	ICD10 code	Condition	CIM10	Valid	Non-standard
711719	U07.11	COVID-19 respiratory form, unidentified virus	ICD10 code	Condition	CIM10	Valid	Non-standard
711720	U07.10	COVID-19 respiratory form, virus identified	ICD10 code	Condition	CIM10	Valid	Non-standard
724708	1038094	Respiratory syncytial virus, monoclonal antibody, seasonal dose	CPT4 Hierarchy	Procedure	CPT4	Valid	Classification
725209	A84.81	Powassan virus disease	5-char billing code	Condition	ICD10CM	Valid	Non-standard
725252	D84.81	Immunodeficiency due to conditions classified elsewhere	5-char billing code	Condition	ICD10CM	Valid	Non-standard
725253	D84.82	Immunodeficiency due to drugs and external causes	5-char nonbill code	Condition	ICD10CM	Valid	Non-standard
725254	D84.821	Immunodeficiency due to drugs	6-char billing code	Condition	ICD10CM	Valid	Non-standard
725255	D84.822	Immunodeficiency due to external causes	6-char billing code	Condition	ICD10CM	Valid	Non-standard
733626	D050130	Oncolytic Virotherapy	Main Heading	Procedure	MeSH	Valid	Non-standard
733664	C536786	Athabaskan severe combined immunodeficiency	Suppl Concept	Condition	MeSH	Valid	Non-standard
733829	C537607	Rhizomelic chondrodysplasia punctata, type 2	Suppl Concept	Condition	MeSH	Valid	Non-standard
735114	C565984	Short-Limb Skeletal Dysplasia with Severe Combined Immunodeficiency	Suppl Concept	Condition	MeSH	Valid	Non-standard
742192	0010M	Oncology (high-grade prostate cancer), biochemical assay of four proteins (total psa, free psa, intact psa and human kallidrein 2 (hk2)) plus patient age, digital rectal examination status, and no history of positive prostate biopsy, utili... (Deprecated)	CPT4	Procedure	CPT4	Valid	Standard
745665	1038593	Influenza virus vaccine, quadrivalent (qIRV), mRNA	CPT4 Hierarchy	Procedure	CPT4	Valid	Classification
753876	C000723468	Chapare hemorrhagic fever	Suppl Concept	Condition	MeSH	Valid	Non-standard
753878	C000723487	deficiency of adenosine deaminase 2	Suppl Concept	Condition	MeSH	Valid	Non-standard
753893	C000723471	Lujo hemorrhagic fever	Suppl Concept	Condition	MeSH	Valid	Non-standard
760170	1089721000119105	Viral labyrinthitis of left inner ear	Disorder	Condition	SNOMED	Valid	Standard
760175	1090401000119104	Recurrent infection of rectum caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761236	15667201000119105	Metatarsus primus varus of right foot	Disorder	Condition	SNOMED	Invalid	Non-standard
761237	15667281000119102	Metatarsus primus varus of left foot	Disorder	Condition	SNOMED	Invalid	Non-standard
761249	15668201000119106	Talipes varus of left foot	Disorder	Condition	SNOMED	Valid	Standard
761250	15668241000119108	Talipes varus of right foot	Disorder	Condition	SNOMED	Valid	Standard
761318	15678641000119101	Iridocyclitis of right eye caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761319	15678681000119106	Iridocyclitis of left eye caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761322	15679241000119108	Iritis of left eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761323	15679321000119108	Iritis of right eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761330	15680441000119109	Conjunctivitis of right eye caused by virus	Disorder	Condition	SNOMED	Valid	Standard
761339	15681281000119105	Dermatitis of right eyelid caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761346	15685081000119102	Corneal epitheliopathy of right eye due to herpes zoster	Disorder	Condition	SNOMED	Valid	Standard
761347	15685121000119100	Corneal epitheliopathy of left eye due to herpes zoster	Disorder	Condition	SNOMED	Valid	Standard
761362	15692601000119109	Disciform keratitis of right eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761363	15692641000119106	Disciform keratitis of left eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761364	15692721000119107	Stromal keratitis of right eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Invalid	Non-standard
761365	15692881000119102	Dendritic keratitis of left eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761366	15692921000119109	Dendritic keratitis of bilateral eyes caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761367	15693001000119107	Keratitis of left eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761368	15693041000119109	Keratitis of bilateral eyes caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761562	15735481000119108	Corneal epitheliopathy of left eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761563	15735521000119108	Corneal epitheliopathy of right eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761713	15936581000119108	Otitis externa of right external auditory canal caused by human herpesvirus 3	Disorder	Condition	SNOMED	Valid	Standard
761714	15936621000119108	Otitis externa of left external auditory canal caused by human herpesvirus 3	Disorder	Condition	SNOMED	Valid	Standard
761767	15982871000119103	Recurrent otitis externa of left external auditory canal caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761768	15982951000119104	Recurrent otitis externa of bilateral external auditory canals caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761769	15983031000119103	Recurrent otitis externa of right external auditory canal caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
761784	15989231000119109	Conjunctivitis of right eye caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
762509	428241000124101	Anaphylaxis caused by vaccine product containing Human papillomavirus antigen	Disorder	Condition	SNOMED	Valid	Standard
762514	428321000124101	Anaphylaxis caused by vaccine product containing Hepatitis B virus antigen	Disorder	Condition	SNOMED	Valid	Standard
762645	430051000124107	Meningoencephalitis caused by virus	Disorder	Condition	SNOMED	Valid	Standard
763011	434921000124108	Pneumonia due to Influenza A virus	Disorder	Condition	SNOMED	Invalid	Non-standard
763012	434931000124106	Pneumonia due to Influenza A virus subtype H1N1	Disorder	Condition	SNOMED	Invalid	Non-standard
763783	446311000124106	Acquired left hallux varus	Disorder	Condition	SNOMED	Valid	Standard
763785	446351000124107	Acquired right hallux varus	Disorder	Condition	SNOMED	Valid	Standard
764996	1092331000119101	Viral labyrinthitis of right inner ear	Disorder	Condition	SNOMED	Valid	Standard
765071	15680521000119104	Conjunctivitis of left eye caused by virus	Disorder	Condition	SNOMED	Valid	Standard
765072	15681201000119102	Dermatitis of left eyelid caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
765220	15692841000119107	Dendritic keratitis of right eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
765280	15989191000119100	Conjunctivitis of left eye caused by human herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
765433	452021000124103	Recurrent viral infection	Disorder	Condition	SNOMED	Valid	Standard
765607	435051000124104	Influenza due to Influenza A virus with upper respiratory signs	Disorder	Condition	SNOMED	Valid	Standard
765905	15692961000119104	Keratitis of right eye caused by herpes simplex virus	Disorder	Condition	SNOMED	Valid	Standard
908253	D000081207	Primary Immunodeficiency Diseases	Main Heading	Condition	MeSH	Valid	Non-standard
908342	C567453	Riddle Syndrome	Suppl Concept	Condition	MeSH	Valid	Non-standard
920133	J09.01	Influenza due to identified avian influenza virus with respiratory manifestations	5-char billing code	Condition	ICD10CM	Invalid	Non-standard
920134	J09.11	Influenza due to identified novel H1N1 influenza virus with respiratory manifestations	5-char billing code	Condition	ICD10CM	Invalid	Non-standard
920135	J21.1	Acute bronchiolitis due to human metapneumovirus	4-char billing code	Condition	ICD10CM	Valid	Non-standard
954406	365651000009100	Infection by Decapod iridescent virus 1	Clinical Finding	Condition	SNOMED Veterinary	Valid	Standard
954481	366401000009108	Yellow head virus infection	Clinical Finding	Condition	SNOMED Veterinary	Valid	Standard
957638	D000086382	COVID-19	Main Heading	Condition	MeSH	Valid	Non-standard
957663	D000085142	Severe Fever with Thrombocytopenia Syndrome	Main Heading	Condition	MeSH	Valid	Non-standard
958922	C567767	Nijmegen Breakage Syndrome-Like Disorder	Suppl Concept	Condition	MeSH	Valid	Non-standard
979272	D045464	Henipavirus Infections	Main Heading	Condition	MeSH	Valid	Non-standard
979274	D015490	HTLV-I Infections	Main Heading	Condition	MeSH	Valid	Non-standard
979353	D000070558	Talipes	Main Heading	Condition	MeSH	Valid	Non-standard
979367	D000073618	Varicella Zoster Virus Infection	Main Heading	Condition	MeSH	Valid	Non-standard
979412	C535566	Absent corpus callosum cataract immunodeficiency	Suppl Concept	Condition	MeSH	Valid	Non-standard
980003	C564275	Neutrophil Immunodeficiency Syndrome	Suppl Concept	Condition	MeSH	Valid	Non-standard
980132	C538564	Reticuloendotheliosis, familial, with eosinophilia	Suppl Concept	Condition	MeSH	Valid	Non-standard
980234	C536781	T-cell immunodeficiency, congenital alopecia and nail dystrophy	Suppl Concept	Condition	MeSH	Valid	Non-standard
980301	C536722	ZAP70 deficiency	Suppl Concept	Condition	MeSH	Valid	Non-standard
992929	XW133YB	Transfusion of Nonautologous (Human) Fibrinogen Concentrate, Shelf-stable into Peripheral Vein, Percutaneous Approach, New Technology Group 11	ICD10PCS	Procedure	ICD10PCS	Valid	Standard
992930	XW143YB	Transfusion of Nonautologous (Human) Fibrinogen Concentrate, Shelf-stable into Central Vein, Percutaneous Approach, New Technology Group 11	ICD10PCS	Procedure	ICD10PCS	Valid	Standard
1074858	1078221000119102	Congenital cubitus varus of left elbow	Disorder	Condition	SNOMED	Valid	Standard
1074859	1078231000119104	Congenital cubitus varus of right elbow	Disorder	Condition	SNOMED	Valid	Standard
1076114	1335861005	Borna virus encephalitis	Disorder	Condition	SNOMED	Valid	Standard
1076146	1335927007	T-cell negative B-cell positive severe combined immunodeficiency	Disorder	Condition	SNOMED	Valid	Standard
1076181	1336027001	Combined immunodeficiency due to RELA haploinsufficiency	Disorder	Condition	SNOMED	Valid	Standard
1076332	1340041000	Combined immunodeficiency due to FCHO1 deficiency	Disorder	Condition	SNOMED	Valid	Standard
1076369	1340174002	Developmental delay, immunodeficiency, leukoencephalopathy, hypohomocysteinemia syndrome	Disorder	Condition	SNOMED	Valid	Standard
1076557	15713241000119107	Acquired varus deformity of joint of bilateral wrist regions	Disorder	Condition	SNOMED	Valid	Standard
1076558	15713281000119102	Acquired varus deformity of bilateral elbows	Disorder	Condition	SNOMED	Valid	Standard
1076581	15935181000119105	Bilateral congenital cubitus varus	Disorder	Condition	SNOMED	Valid	Standard
1076861	235651000112104	Low grade squamous intraepithelial lesion on vaginal Papanicolaou smear with human papillomavirus deoxyribonucleic acid detected	Clinical Finding	Condition	SNOMED	Valid	Standard
1076862	235671000112105	Atypical squamous cells of undetermined significance on vaginal Papanicolaou smear with human papillomavirus deoxyribonucleic acid detected	Clinical Finding	Condition	SNOMED	Valid	Standard
1076863	235921000112100	Administration of human immunodeficiency virus post-exposure prophylaxis	Procedure	Procedure	SNOMED	Valid	Standard
1077370	587751151000119107	Acute lower respiratory infection caused by respiratory syncytial virus	Disorder	Condition	SNOMED	Valid	Standard
1077384	602893011000119101	Acute nasopharyngitis caused by respiratory syncytial virus	Disorder	Condition	SNOMED	Valid	Standard
1077502	903729901000119103	Acute upper respiratory infection caused by respiratory syncytial virus	Disorder	Condition	SNOMED	Valid	Standard
1077603	1336107000	Administration of vaccine product containing only modified Vaccinia virus Ankara antigen	Procedure	Procedure	SNOMED	Valid	Non-standard
1102838	Z17.410	Hormone receptor positive with human epidermal growth factor receptor 2 positive status	6-char billing code	Condition	ICD10CM	Valid	Non-standard
1102839	Z17.411	Hormone receptor positive with human epidermal growth factor receptor 2 negative status	6-char billing code	Condition	ICD10CM	Valid	Non-standard
1102841	Z17.420	Hormone receptor negative with human epidermal growth factor receptor 2 positive status	6-char billing code	Condition	ICD10CM	Valid	Non-standard
1102842	Z17.421	Hormone receptor negative with human epidermal growth factor receptor 2 negative status	6-char billing code	Condition	ICD10CM	Valid	Non-standard
1106269	X2R50WA	Replacement of Right Upper Extremity Artery using Bioengineered Human Acellular Vessel, Open Approach, New Technology Group 10	ICD10PCS	Procedure	ICD10PCS	Valid	Standard
1106270	X2R60WA	Replacement of Left Upper Extremity Artery using Bioengineered Human Acellular Vessel, Open Approach, New Technology Group 10	ICD10PCS	Procedure	ICD10PCS	Valid	Standard
1106271	X2R70WA	Replacement of Right Lower Extremity Artery using Bioengineered Human Acellular Vessel, Open Approach, New Technology Group 10	ICD10PCS	Procedure	ICD10PCS	Valid	Standard
1106272	X2R80WA	Replacement of Left Lower Extremity Artery using Bioengineered Human Acellular Vessel, Open Approach, New Technology Group 10	ICD10PCS	Procedure	ICD10PCS	Valid	Standard
1106376	X2R80W	New Technology @ Cardiovascular System @ Replacement @ Lower Extremity Artery, Left @ Open @ Bioengineered Human Acellular Vessel	ICD10PCS Hierarchy	Procedure	ICD10PCS	Valid	Standard
1106409	X2R70W	New Technology @ Cardiovascular System @ Replacement @ Lower Extremity Artery, Right @ Open @ Bioengineered Human Acellular Vessel	ICD10PCS Hierarchy	Procedure	ICD10PCS	Valid	Standard
1106484	X2R50W	New Technology @ Cardiovascular System @ Replacement @ Upper Extremity Artery, Right @ Open @ Bioengineered Human Acellular Vessel	ICD10PCS Hierarchy	Procedure	ICD10PCS	Valid	Standard
1106569	X2R60W	New Technology @ Cardiovascular System @ Replacement @ Upper Extremity Artery, Left @ Open @ Bioengineered Human Acellular Vessel	ICD10PCS Hierarchy	Procedure	ICD10PCS	Valid	Standard
